id,range_price
28807,60.69826666666662
22559,6.195800000000004
28647,71.63193333333324
22141,25.3968666666667
26116,161.40153333333322
27111,146.1530666666668
23420,40.37823999999998
21464,10.769280000000016
29405,44.813719999999996
27107,15.55660000000001
26141,32.60200000000002
25928,210.78413333333336
24845,11.0136
28804,12.22149629629628
26772,14.849653333333338
27413,30.972200000000004
7261,64.82190476190473
31424,109.10513333333334
3940,7.863133333333332
16238,16.41460000000001
29407,37.98
24011,9.330199999999996
8542,9.728579999999994
14448,19.697600000000005
19611,13.851266666666685
30068,70.62819999999994
26802,15.94681666666667
26129,78.75446666666666
7080,0.7879866666666667
23193,32.007466666666645
19853,15.672333333333336
26592,82.03966666666673
22554,8.111333333333349
24213,42.19584444444446
23608,14.41101666666667
7874,3.7438000000000002
19312,4.345879999999999
25260,16.216533333333334
28220,46.26053333333337
10550,1.840375555555554
27583,51.521600000000085
6341,8.218200000000001
26128,130.27079999999998
25062,58.85966666666662
23817,65.76100000000002
19840,21.10533333333335
11094,61.341300000000025
10683,0.3034666666666624
29850,69.78960000000001
26117,4.234733333333333
30071,55.19309999999999
11530,1.4889911111111103
26123,104.07618333333329
20497,15.621400000000003
28641,10.598085185185184
22370,121.30100000000003
25269,24.870533333333366
14891,4.737333333333334
16237,42.899400000000014
10366,4.336533333333332
26591,13.427061111111103
22372,24.446694444444454
19151,14.934533333333329
6719,0.7879866666666667
17470,32.36506666666664
23603,8.086093333333334
29629,14.398133333333336
16239,10.99304444444444
17744,31.096066666666665
6998,5.511266666666667
18991,0.45026666666666226
21215,11.835333333333326
31415,12.007584444444438
26132,55.5794
23191,7.918866666666666
21208,7.800160000000003
30752,79.33879999999999
27883,8.546244444444444
24020,12.1984
23195,7.2722
16244,58.958799999999925
24218,13.296933333333333
23421,72.74826666666677
17274,37.63493333333331
25064,12.21776000000002
8219,61.05353333333338
25264,219.7437333333334
23604,15.711866666666666
6639,5.761466666666667
26105,17.51
23116,111.06193333333327
28040,34.721133333333334
27884,13.893666666666668
26363,39.68126666666668
26803,118.64066666666683
20283,7.583199999999997
30517,152.18446666666662
6753,31.891333333333332
27736,6.23376666666667
30062,10.27483333333333
27241,110.25013333333345
11532,6.667933333333332
13770,4.737333333333334
25261,62.68429999999996
29204,12.22149629629628
30992,43.4
16230,21.936399999999995
30759,54.97943476190473
28644,54.774799999999935
27579,33.12633333333333
29205,6.606377777777774
20088,23.43974444444444
26122,11.874866666666668
27416,6.463199999999993
7266,98.7763880952381
4002,9.873533333333326
6782,9.171173650793643
26776,118.14319999999998
19852,7.188155555555548
12293,4.801966666666669
28800,9.660000000000004
30518,26.638222222222225
22861,12.426400000000001
27411,13.82373333333333
26595,4.4879466666666685
30997,11.844133333333332
8227,190.6914666666665
24435,15.3786
23811,10.278666666666666
27738,13.01678888888889
10827,30.902733333333334
21206,9.77954888888889
17757,26.572733333333325
19303,14.178333333333333
21460,54.35666666666667
25934,22.43879999999998
15327,1.7032
20735,31.784344444444443
10548,93.45499999999993
20103,105.14160000000001
26364,17.237820000000003
26771,11.237466666666666
12288,4.801966666666669
7267,79.6359047619048
16692,15.900213333333335
7859,2.744333333333335
27739,10.664483333333335
26100,72.2238666666667
23221,25.013866666666672
25442,4.800133333333333
22146,96.2136
20746,37.8129647619047
29627,14.325866666666668
22562,23.702466666666655
11535,5.146200000000001
27881,11.842411111111112
26774,24.564666666666696
26962,92.33733333333322
23818,88.56166666666658
4045,9.539799999999998
25931,80.38413333333335
20104,46.462533333333326
24212,26.04723333333332
3900,6.144784761904756
11946,6.495933333333333
20498,6.523133333333334
17743,113.9906000000001
28801,116.73680000000024
19608,8.086093333333334
27108,92.06706666666678
30294,57.607960000000006
17276,27.398666666666685
16241,50.365466666666656
20287,84.36513333333323
31194,34.40033333333331
30287,6.838266666666664
3991,14.571903333333339
23816,22.625333333333362
26099,60.67279333333333
30295,77.31819999999998
20511,15.353800000000023
13245,40.86101333333332
29841,128.2349333333332
23611,137.8120666666667
11941,36.93976666666667
21207,9.2226
17474,39.0384
26805,25.187400000000007
26104,237.20119999999994
7504,6.075133333333329
28222,14.41101666666667
26362,15.30966111111112
28980,43.88593333333333
26587,39.98353333333333
25933,48.60826666666668
26134,31.965533333333333
6648,31.6143222222222
25055,7.808933333333331
18665,28.519266666666688
23618,43.44173333333329
24629,11.330177777777777
23201,19.540266666666675
29849,8.15876666666667
26961,174.96633333333344
28482,110.23540000000001
28979,64.768
31191,88.77646666666666
8960,9.565266666666673
29408,6.503266666666665
23425,27.089266666666667
23418,32.608000000000004
14057,111.98986666666666
20274,14.248533333333329
30288,76.5876
27580,166.79966666666664
9286,2.844550000000001
27414,18.541966666666678
8398,37.69760000000002
21211,65.12046666666666
22553,111.92713333333333
28808,129.4684
23423,133.18166666666656
